DEPCOM,UN APPARTEMENT,UNE MAISON
77237.0,4211.928010606745,6202.604589203893
77238.0,4236.629223920855,1226.6662867150635
77239.0,4348.960951975167,1443.5800901012185
77240.0,4132.844950653132,1124.8723096523295
77241.0,4522.043471097885,1458.4710081128069
77242.0,4374.589036726659,1139.6292704065552
77243.0,4235.109326812028,1133.460134680061
77244.0,4114.4285418667105,1241.645909743825
77245.0,4231.630857022364,1115.9022393344264
77246.0,3869.9029879303635,1168.6521448190113
77247.0,4620.363886132587,1200.943367037902
77248.0,4445.581370360792,1296.0085264804231
77249.0,4293.57180814388,1232.6303434264378
77250.0,3425.514120121733,581.4175115515725
77251.0,4339.970032167797,1301.96868877078
77252.0,3844.409069907811,1012.3001373249574
77253.0,5232.112445538747,1444.5375703557777
77254.0,4027.129407011969,1248.1213520836238
77255.0,4401.351824130342,1234.6869778669582
77256.0,4534.26983708136,1204.0191756148263
77257.0,4338.847966594217,1487.9901441071993
77258.0,4211.284190957356,1156.0300291644023
77259.0,4316.030330117416,1365.5738328005953
77260.0,4511.435389541775,1522.9166926918685
77261.0,4369.4686105948485,1211.0176965368544
77262.0,4546.063906698838,1556.985572473697
77263.0,4229.316737092711,1366.681243121473
77264.0,4423.009260094083,1258.1214804570814
77265.0,4553.7678181427955,1483.3080298615992
77266.0,4415.559879944499,1254.3232346273294
77267.0,4570.168419893973,991.6559593914956
77268.0,4014.8278840885628,1156.7582222394435
77269.0,4030.6799637844356,1220.0202036292894
77270.0,3883.65124044527,1330.291184758081
77271.0,4951.751108142446,1428.4458776734562
77272.0,4049.9497800886966,1528.4311761574731
77273.0,4353.761198999835,1024.7158907629725
77274.0,4837.350105745077,1250.7109395554176
77275.0,4404.32920342287,1063.2467301736817
77276.0,4228.85367283269,1288.707544149717
77277.0,4057.0915208761444,1154.8684444097262
77278.0,4273.434399021531,952.8420782129875
77279.0,4090.1793578452293,1067.0054929364223
77280.0,4329.189572090681,1331.6818886786202
77281.0,4403.955558105609,1389.9813789731038
77282.0,3253.72133635682,1055.3147583172083
77283.0,4056.506917971336,1133.5977787986837
77284.0,4342.188703105702,1222.4655648355113
77285.0,4257.4095284511595,1426.6861916818193
77286.0,3980.983883948625,1500.9810380915594
77287.0,4326.549226532955,1253.0635593532022
77288.0,4284.998261571853,1253.8458070095394
77289.0,4618.127502954957,1134.9325172500219
77290.0,4222.214178835867,1459.1321513504138
77291.0,4206.083114059706,874.8343471215761
77292.0,4305.158065641219,1591.0270593226503
77293.0,4487.172861378257,1199.9332513367058
77294.0,4317.325181430578,1257.7394694689888
77295.0,4445.519106257784,1321.2810996803435
77296.0,4302.117587539969,1282.3676862123975
77297.0,3897.3999366922244,1250.172914330103
77298.0,4205.709265330876,1014.3474470287694
77299.0,4308.851966567327,517.0882056585823
77300.0,5081.509180761926,1109.1947753988472
77301.0,4505.972788783325,733.8124723549636
77302.0,4312.189494654885,1044.27390218386
77303.0,4136.308535229262,1451.7168002777812
77304.0,3255.8438268924597,982.8034762979
77305.0,4166.039356349204,1235.2349016602561
77306.0,4363.233050273653,1509.8127202394444
77307.0,4384.610816002957,1325.288524023929
77308.0,4258.122945246649,1402.8450367240375
77309.0,4009.600862175889,1471.8774276672664
77310.0,4457.779431984262,549.2255655232982
77311.0,4183.646832517594,1342.1346393030237
77312.0,4291.029144231434,1236.2493555212875
77313.0,3867.0929631118,1250.2201908161044
77314.0,4332.435150271433,1696.8181082050532
77315.0,4450.197496716894,1225.2044784465982
77316.0,4292.230783685809,1368.4926287489752
77317.0,4280.749400172562,1260.9600540150166
77318.0,4676.523729967377,1304.7028045490724
77319.0,3675.8896305506473,2804.428044280443
77320.0,4261.9022843349685,1241.0655353059649
77321.0,4474.474416826186,1311.1820865432599
77322.0,4106.497002408596,1208.978983592557
77323.0,4318.513538295507,1280.0682541427657
77325.0,4367.485248838754,1196.115853791694
77326.0,4309.5085144164705,1341.1755478864475
77327.0,4377.595999677809,1386.4477532744402
77328.0,4198.857301707167,755.2409254934672
77329.0,4625.755420476377,1338.405262504662
77330.0,4282.963841933826,1409.0717478097806
77331.0,4274.457170417617,1169.9161532243113
77332.0,5089.708529366865,2049.0716035715272
77333.0,4317.107413207146,1203.9944230563872
77335.0,4526.39348259114,1413.772142527497
77336.0,4285.494815972779,1327.5650759006678
77337.0,4355.020198591805,1268.1379726525859
77338.0,4390.584374631721,1585.565171241106
77339.0,4554.409101406075,1159.2805368408017
77340.0,4269.168693960656,1084.916116911484
77341.0,4103.549618171069,1803.7157741352428
77343.0,4373.351529222577,1663.226675547415
77344.0,4211.197665865504,1198.397033064175
77345.0,4662.046232968459,1127.4423186142044
77347.0,4388.319954221254,1002.0427279512614
77348.0,4601.113540855964,890.4238900832269
77349.0,4221.442388447039,1270.1852936997552
77350.0,4248.7904319429945,1288.5124795790323
77352.0,4128.199906625413,1128.4647518716038
77353.0,4550.701514827626,1562.0868039734441
77354.0,3703.201661083727,1115.0947196402872
77355.0,4202.561906763403,1976.5383273556108
77356.0,4193.729763050785,1008.8769256212158
77357.0,4221.288106213134,981.6529656900992
77358.0,4193.108774062742,1134.8209755176542
77359.0,4244.176450184236,1092.5916286536021
77360.0,4203.171742822487,1180.1624679415913
77361.0,4122.925362393223,1399.1613255884101
77363.0,4184.919175523104,1288.1882257597797
77364.0,5012.7667893217895,1262.3201907808773
77365.0,4095.0904920040102,983.3515193147376
77366.0,3885.735691729796,919.0723790524219
77367.0,4671.865340426726,1199.1477219129254
77368.0,3874.3047961239695,1190.2839426524379
77369.0,3834.772111471814,1259.4358805941947
77370.0,4567.448748187792,1222.2988741484462
77371.0,4219.9723133457355,1217.20672456227
77372.0,4234.268889576145,1250.7873595244805
77373.0,4349.053219176223,1218.303805903141
77374.0,4379.749878311386,1328.5742052110907
77376.0,4193.49674003143,1060.5283051941872
77377.0,4422.435944711104,1300.4393615468066
77378.0,4190.309214752696,1164.6680551674783
77379.0,4388.357711145094,1345.6956407085063
77380.0,5209.849649862916,1075.21174557967
77381.0,4278.3165710678495,1311.4729119738163
77382.0,4417.905346676944,1247.393535609375
77383.0,4104.875666393962,1333.6575145685263
77384.0,4494.958783966715,1548.9135707900393
77385.0,4318.285925011508,1132.9142076972012
77386.0,3791.3765147469467,1099.1243524108804
77387.0,4304.139460053027,968.9822259870127
77388.0,3970.9008921574523,1124.843702027563
77389.0,4096.646687869698,1229.8358538553614
77390.0,4181.762834206595,1243.544424933754
77391.0,3658.6323009895405,1234.3594012870496
77392.0,4677.1205682119,1226.9579611919858
77393.0,4446.814012824164,1219.3535840959585
77394.0,4316.821063049992,1133.2874085433812
77395.0,4790.968103741592,686.0497867139028
77396.0,4325.10101010101,3639.115535248042
77397.0,4433.122585631253,1406.3356205749374
77398.0,4196.700107034726,1187.2596286569033
77399.0,4592.337818228599,914.0251860315659
77400.0,4219.597705744596,1217.6894992184925
77401.0,4467.2102075143985,1233.9134060467422
77402.0,3719.2458032538607,1098.3862613268716
77403.0,4046.591312062535,1650.0375584062774
77404.0,4182.920292669198,1204.0748627388973
77405.0,4186.1972234494,1151.0399215098014
77406.0,4150.420958167988,1367.0628463472485
77407.0,4458.660884095753,1297.0084543758544
77408.0,4234.701334298392,1318.2222045438532
77409.0,4157.255965831736,1409.4189258248646
77410.0,4755.915804273543,1357.716949036083
77411.0,4698.043215178974,1232.1520832999865
77412.0,4237.555565538888,1443.590563608872
77413.0,4412.258517757863,1338.8147104446884
77414.0,4539.293740312415,1238.6454592523073
77415.0,5792.784261617525,1410.198874915239
77416.0,4039.9871444500523,1305.7593091901554
77417.0,3405.2018496771993,1205.2393360930284
77418.0,4174.051559413932,1073.4334398942508
77419.0,4249.758123183112,1188.9996902370117
77420.0,4583.282418991597,1189.6256682016522
77421.0,3990.8651429774427,1001.2180254405012
77423.0,4161.857207608409,1121.468481006423
77424.0,4094.3222413745275,1476.9146147240149
77425.0,4001.250209997331,1285.8900688084964
77426.0,4126.023006809612,1075.2968268605018
77427.0,4082.473836445707,1375.7183521483691
77428.0,4556.558025718523,1125.3724479085147
77429.0,4620.51387466388,1179.2151363497214
77430.0,4212.061770235652,1135.6373585205515
77431.0,4218.761655118018,1161.5632353960477
77432.0,4263.488948596325,1139.6993928564946
77433.0,4043.379216310349,1037.4921452810136
77434.0,4507.246766544713,1647.5622428558618
77435.0,4052.1473120233827,1031.7317481935547
77436.0,4441.385475872101,1152.7141146286733
77437.0,4280.425014590713,1400.5691994147821
77438.0,4267.8302922487865,1216.6517680166842
77439.0,4275.374919376213,1446.5929498368039
77440.0,3960.8097653826458,913.6529577590483
77441.0,4348.217684914113,1226.2827534518879
77442.0,3925.8922838743383,1047.8505429882105
77443.0,5190.1929437470635,933.5715493196626
77444.0,5386.620934640741,992.2471191015305
77445.0,4296.500692855703,1284.428703894799
77446.0,4333.701302802394,1147.7024373950132
77447.0,4268.742631181231,986.344793099233
77448.0,4323.502616393208,1633.6792885396922
77449.0,4282.878011516478,1253.4576286724691
77450.0,4439.752809652101,1416.6015066920088
77451.0,4689.074788052252,1427.8998366884548
77453.0,4200.687066754839,1180.0632589743198
77454.0,3856.7670266090327,959.5763238246174
77455.0,4444.048477472499,1299.013083495962
77456.0,3635.875733229176,1161.861608777071
77457.0,4255.873163320062,1387.727731970958
77458.0,4255.5908222504895,1217.020904174274
77459.0,4503.163846505614,1375.5971050297617
77460.0,4766.78728663908,1871.8848894270834
77461.0,4879.947218569325,680.2329338898681
77462.0,4429.746859505834,1146.4484656458906
77463.0,4283.092815859507,1364.1639227464075
77464.0,4290.904000869866,1207.895983240219
77465.0,4419.86895938903,1340.694141602705
77466.0,4076.970626757372,922.4425360560479
77467.0,4471.131565699092,1082.912927018954
77468.0,4434.653821458738,1266.4250758295145
77469.0,4244.920933646767,1288.5234757144228
77470.0,4308.830631078242,1345.1119869291845
77471.0,4575.442844725685,1265.081358138018
77472.0,4387.693648601759,1380.6242835148773
77473.0,4495.54873311253,1408.852499099967
77474.0,4720.635926434212,1025.4783636151883
77475.0,4336.6774609101785,1229.472052001196
77476.0,4313.889715579857,1497.3069414843467
77477.0,4731.814993011898,1005.1016114725817
77478.0,4279.123960461342,1104.168764159385
77479.0,4320.904039444191,1089.2100545258234
77480.0,4399.219583737737,1049.5624418921614
77481.0,3736.6071428571427,827.5523276011811
77482.0,4298.335038416963,1298.2797437624438
77483.0,4135.330233856712,1270.225309206642
77484.0,4147.1758102623735,1575.869876744107
77485.0,4454.868452547119,1111.3533669286542
77486.0,4035.832376806045,1035.7561930397542
77487.0,4336.727963048934,1213.8518028136846
77489.0,3640.739342208052,608.4861468622818
77490.0,4165.115055494957,1129.5000443512513
77491.0,4450.652609952958,1396.7291797621044
77492.0,4776.816052281173,1581.7728190032415
77493.0,4391.323146268528,1257.6103038758704
77494.0,4122.680588216828,1177.6992793006834
77495.0,4355.401939065672,1281.2303580761115
77496.0,3459.3434484752183,1635.3847477731965
77498.0,4540.084377615407,1683.179806321494
77500.0,4534.090213207028,1333.040168182989
77501.0,4264.422255530004,1064.4109462854192
77504.0,4349.574537318349,1408.6350616155185
77505.0,4357.090633981045,939.8329368667921
77506.0,4384.071664130029,960.882061927833
77507.0,3768.708742462417,1052.9446776363309
77508.0,4226.609151400533,1326.4854342025562
77509.0,3911.696685289375,1309.2539664737108
77510.0,4849.172115740499,1065.6264393491408
77511.0,4568.302852802958,1781.6382965083112
77512.0,4325.564385116508,1030.185511371932
77513.0,4430.630919692606,1369.1054781147207
77514.0,4313.442261155011,1288.1049488103215
77515.0,3993.3272537765647,1595.9395931106899
77516.0,4610.903037831072,1648.8408548070877
77517.0,4247.316695762094,1193.9432055333402
77518.0,4347.618017566047,1293.3554755378852
77519.0,4237.41261223004,1000.2884557898393
77520.0,4157.079058483056,1003.1960263124411
77521.0,4742.141445578602,1169.202513154349
77522.0,3854.5215436480003,1004.9347544061446
77523.0,4049.777214311053,818.500333547549
77524.0,4567.771817314893,1174.4311048187774
77525.0,4175.946896304151,1619.4305703935854
77526.0,4712.489468733163,951.4086566742319
77527.0,4245.079235739557,1590.8745657413608
77528.0,4239.1722661177755,1153.0096547677745
77529.0,4370.978749106095,1453.5278383944149
77530.0,4931.705331060528,3010.8786880544008
77531.0,4276.0765298357455,1288.3857397405025
77532.0,5120.598721590909,
77533.0,4234.69521919915,1237.2019801831168
77534.0,4624.2889476237915,1405.4749777479747
78087.0,3033.600822955878,1167.854522246687
78143.0,7197.481897041861,365.0963735026642
78322.0,6687.870497036024,
91001.0,7409.994802038969,851.0298085045948
91016.0,7259.676690312616,722.8380487597763
91017.0,7301.1329136449785,808.2662160884994
91021.0,7002.542968773405,734.4762873033819
91022.0,7509.0970831445775,399.8634834421503
91027.0,7196.276390615071,728.5695442535216
91035.0,6393.523706593408,927.1285908309634
91037.0,7643.846782729898,651.4338167251867
91038.0,7820.450641364965,785.0559382488582
91041.0,6562.313845434589,679.6773998604689
91044.0,7415.016621252125,1310.1292948218081
91045.0,7159.969455694559,753.626678268429
91047.0,7129.9697230864895,804.5869656289688
91064.0,7307.451077815098,697.5094352087135
91067.0,6459.996548114195,705.4673721340388
91069.0,7203.349352212191,946.3668525977345
91075.0,7300.231074219808,312.23073910482395
91079.0,6104.097232450892,584.912425555513
91080.0,7184.690938357195,681.2412834519579
91081.0,7707.604233649064,866.7710508822771
91085.0,7005.112414603207,682.0393640385532
91086.0,7457.4114973933765,765.4941667622973
91093.0,6543.665746400483,602.2622607892927
91095.0,7298.269331634732,786.7083584078806
91097.0,7283.346905259992,841.3599575748532
91098.0,8028.276185998442,1219.6744400052228
91099.0,6944.068081801811,733.3455499438817
91100.0,6657.123591672256,1059.071961975263
91103.0,7127.440204517156,704.5358746732747
91105.0,7013.166686894974,781.0106317541658
91106.0,7157.377225758159,657.7724977341862
91109.0,7105.614576618119,841.8937890112043
91111.0,7830.115383871428,790.6212958196996
91112.0,6766.980900049772,286.95347517977444
91114.0,7203.10068706969,772.0776629909574
91115.0,6698.998177127455,739.6117039404412
91121.0,7297.939563196822,724.1628888187935
91122.0,7117.954138640965,723.2007668275897
91129.0,7267.7087039962325,745.9373460963747
91130.0,7314.621446303008,687.622856607962
91131.0,7263.310113814583,687.1816328725838
91132.0,7006.542972105878,833.6449642053653
91135.0,6978.657245142051,738.0533421783364
91136.0,7562.027551021765,825.0518742111815
91137.0,6651.665836234827,658.2779660585882
91145.0,9616.167166167166,
91148.0,6916.540858917991,660.0735183933496
91156.0,6874.141710573713,646.2339995758778
91159.0,7300.1164501907315,923.9131430753716
91161.0,7098.985971657689,666.1109170807309
91174.0,7172.013906150518,713.8346889384535
91175.0,7440.643340263251,782.568222591341
91179.0,7102.1653151328,727.6502263757241
91180.0,7999.778260686448,836.6429747329664
91182.0,7066.964069028515,750.1444791648676
91184.0,8398.169767670102,895.8920205811685
91186.0,7390.072277621447,941.4626846143726
91191.0,6991.266413724157,663.7994089220317
91195.0,7354.213399232777,489.3206996722451
91198.0,6078.434010119117,746.0825240892831
91200.0,6891.201853481883,717.7786341437097
91201.0,7138.541038131619,749.4655954925692
91204.0,7142.613230665897,1146.8432525096362
91207.0,6822.485483699,686.0936692938012
91215.0,7230.6430973701135,759.3713979248737
91216.0,7410.137367356625,753.5692346351861
91222.0,8526.219982261126,611.4853829821983
91223.0,7207.162101939048,719.4278193806947
91225.0,7087.000342456419,779.7728185139075
91226.0,6981.475160465808,764.308272462588
91228.0,7070.265983799849,718.6274694999615
91232.0,6940.888802923341,706.2559172972931
91235.0,6575.668491849225,754.744545825058
91240.0,6984.279839522429,558.0461064382606
91243.0,6915.540897667041,740.5892470754293
91244.0,7490.5731246192645,671.3907174532949
91247.0,7283.489119982228,781.300074366372
91248.0,6408.655859704378,807.4324969470994
91249.0,7176.994192038557,758.5410834965998
91272.0,6987.775948392515,729.8169014300674
91273.0,6911.127050961195,724.4922744783935
91274.0,7477.231626688687,696.3312164388068
91275.0,6838.091935307291,711.4013248844066
91284.0,6567.960163501003,674.9904694570454
91286.0,7148.285789519629,826.6184076522045
91292.0,8031.3245171146145,730.4143754774332
91293.0,6923.104830063643,780.9627506294064
91294.0,7206.429418528366,781.6294670031239
91312.0,6887.628766928081,713.8174708200734
91315.0,7222.884193846974,761.0132460734118
91318.0,6658.3676920688,686.2146838343582
91319.0,7691.099346868187,580.5591318214799
91326.0,7187.607575257169,728.5621546572504
91330.0,7153.260639787851,744.4862914603107
91332.0,6802.291075104553,785.6225173204479
91333.0,7428.3124137088935,722.8572064665505
91338.0,7328.925428148691,751.4043476684908
91339.0,6927.838053889748,743.4996757570497
91340.0,7239.634948422955,780.4371495139045
91345.0,7208.493352640972,755.7093683984536
91347.0,6951.707536614634,783.5724309229888
91359.0,6751.334477477917,683.4624088514336
91363.0,7135.706283152368,771.4557560417674
91374.0,6287.96013001034,418.24403028538154
91376.0,7084.014248362972,855.3731697879153
91377.0,7595.080581983465,795.764626877671
